LetterID,Date,MaintCrew,ProdShift,STARTAuditCount,Attachments,Safety,TopXActions,Joining,Dimensional,Training,Recognition,EquipRepairs,DoorRepairs,FollowUp,Environmental
1557,7/7/2020,B,,0,;6W_40_9 Sealer Faults.pdf;7L-40-R06 Bent Bodyside.pdf;7X20L_1 Toolchanger hanger cracked 7-7-2020.pdf;;mainline.pdf;Subs.pdf;door.jpg;RH front door conical damage 7-7-2020.pdf,No Issues,"6W-40-9 sealer faults - see 4D\n6X-140-6 Vision System Measure Rejects - FIS showed that all faults have been occuring on Ford LWB both moonroof and non-moonroof.  Perceptron has requested new permissions for remote access from Systems.  Once that is set up they are going to work on resolving the issue. 
 
Sub duration # 2 / Occurrence #1- S245R01 Robot process IO comm faulted - seen that the switch had produced these faults several times within the hour, power cycled the network switch. 
 
Body duration #2 / #5 / #7 - Unit 102 PP Not On S040RFX1B4 - Related to the 4d issue we had with the damaged body side 
 
 ","Semelroth 7/7/2020
7X20L-1: Toolchanger hanger cracked. See 4d
 
RH Front doors inners conical damage. Cleaned conicals both upper and lower. Will need to follow up with RH door review. See attached pic for description of damage. 
 
5G-005: RH hood hinge reinf profil stud tool jammed x3. Swapped tool at end of shift
 
Between shifts: 
Hemmers/Date stamps. 
 
5G-005: Profil gun swapped with rebuilt spare. 
 
5B: Conical presses cleaned both RH and LH
 
Need to continue to modify hood hinge brackets on Leadwell. Approximately 300 left to machine on property with 2k more remaining. ",,,,\n\nTool changer module inventory in the engineering cabinets is low.  I sent an email to Clinton Anderson about getting some more in,,"Once all of the red adhesive runs out of the hoses at 6W-40-9 the pump B pressure will need to be turned back up to 2000 psi.  It only applies 3cc per unit so it could take a while.  You will likely start to see refill timeout faults when the purple takes over.
 
Front door cameras need to be adjusted ( left  and right ) to remove the single patch from Ford doors.  I could not fit this in today without causing downtime on start up.  Will likely need to be done tonight during or after shift.  Picture attached of which to remove.",
1558,7/8/2020,C,B,0,;7X20RR08.pdf;;top10m.pdf;top10s.pdf;,No Issues,"\n#3 main.  Replaced Stanley nut runner controller.
#4 main.  When occurred left hand hydroform part present switch was not made and operator attempted to torque the bolt. ","Nights ? C Crew - Sidorowicz - 7-8-20
 
Mainline
8Y-50-03 ? Feed fault ? EL didn?t have tape on sprocket drive properly. After a spool change tool faulted. EL noticed the mistake and tool ran the rest of the night without an issue.
 
6X-140-03 ? Feed fault ? EL found that while shaking down the nose switch cable the indicator would blink, sign of a shorted nose switch cable internal to gbsd. TM swapped gbsd along with nose insert assembly.
 
Subs 
5J-20-02 ? Feed fault ? El brought tool to maintenance utilizing the skip remaining function. While diagnosing the tool, EL noticed while removing tape from gbsd he didn?t have to press the APB. Failed APB mechanism inside of gbsd. TM/PF Swapped gbsd 
 
5J-20-05 ? Feed fault ? El checked nose switch cable along with blowing out nose switch assembly with no luck. Limped tool till break, during break TM/PF swapped gbsd and nose insert assembly.
 
9B-250-02 ? Pre-position force fault ? Clinch gun was reading -5.0kn at home position (Normally 0.0) appeared to be stuck in a loop as fault wouldn?t clear in auto. TM removed head assembly to check stripper spring, head was dirty but spring was not broken. No cables found to be loose or kinked. After reassembly EL used the tool check function to verify the gun functioned properly, tool check passed. Tool ran the rest of the night without issues. ? Monitor 
 
8E-240-04 ? Time out fault ? EL cleared fault by pressing blue fault reset button on robot cabinet. While digging into the time out fault I noticed the maximum sprocket pull was set to 7 pulls before a fault, resulting in the robot timing out before the tool receives a complete. Reset sprocket pulls back to 3 pulls before a fault occurs. - Monitor
 
TM?s to clean hemmers and swap date stamps between shifts",,,,"\nChanged the Dalsa camera program on the left front door.  Deleted the upper left patch per the picture in the dayshift note.  Could not run the right front door line so did not modify its program.
Replaced the hydroform part present laser eye on the left side of station 70 framer preclamp.
Had to realign the exit end light screens on the CAL 2 VOW cell at 9:15p break.\nParts:",,"Had an issue where robot would not pick from the right body side POC 12.  In process of troubleshooting when driver loaded POC 11 and robot picked.  Long Lincoln racks.  ",
1559,7/8/2020,D,,0,;7G-60-01 Abort pickup 4D.pdf;7X-20L-R18 IO BLK 4D.pdf;;A-crew 070820 Main FIS.pdf;A-crew 070820 Sub FIS.pdf;,No Issues,\n,"07-08-2020  Lavigne D Crew
 
6Y-110-03: BT3 faults, Had TM clean the escapement and the jaws at first break.  No further issues.
 
7K-15L-01: Sealer system not pressurized,  Cycled power and switched to the other bulk.  Needs Follow up.
 
6Y-150-02: Feed faults, Changed GBSD and EL noticed the prox cable was intermittent.  Replaced cable.
 
7K-030R-01: Feed fault, Changed GBSD and found the prox cable to be intermittent.
 
6Y-110-06: Henrob HWI was out, Changed Display.
 
6X-020-01: Henrob New Feed stick installed between shifts.  The other New feed stick is on 6X-020-02.",,,,\n\nParts:,,,
1560,7/9/2020,C,B,0,;;;top10m.pdf;top10s.pdf;,"
Front door sta 120 RH & LH safety cables installed on hoists.",\n,"Nights ? C Crew - Sidorowicz - 7-9-20
 
Mainline
6X-80-04 ? Feed fault ? one way bearing on sprocket drive was spinning backwards. TM swapped gbsd. Old gbsd back to the crib for rebuild.
 
6W-60-04 ? Head too low ? Inspector measuring rivets within tolerance. EL nominalized problematic spot locations in rivmon.
 
6X-140-03 ? Feed fault ? EL checked cables and blew out nose switch housing with no success. During gbsd swap TM dropped the set screw and it took a moment to find a new one on the cart. Once swap was complete tool ran great the rest of shift.
 
6X-190-04 ? Arrived at the scene and was told the belt on setter was broken. EL was trying to figure out how to get the tool to maintenance position while the gun was partially closed. I requested EL to try and utilize manual enabling pendant, also instructed EL on how to home the henrob using the pendant. Henrob went back to its home position properly which would mean the belt isn?t broken. While digging through the settings the max sprocket pull before fault was set to 7, which will cause the robot itself to time out before the henrob receives a feed fault. Asked EL to change the sprocket pull setting from 7 back to 5. Sent tool back in to receive a feed fault, EL brought tool to the fence using FFR. TM swapped gbsd, tool ran a few units and received another feed fault. TM inspected tape and it appeared to be over pulling, PF decreased air pressure by 5psi. Tool ran faultless after
 
Subs 
6G-20R-01 ? Feeder escapement not advanced ? TM removed escapement cover to find a piece of debris which wouldn?t allow the escapement to advance fully. TM cleaned escapement, reinstalled cover plate and tool ran without issues. 
TM?s to clean hemmers and swap date stamps between shifts",,,,"\nRemoved obsolete door patch from Dalsa camera soulution on right front Ford doors.   We modified the left front Ford door patch solution to make it a little more forgiving for the operator.   
 \nParts:",,,
1561,7/9/2020,,,0,;;;mainline.pdf;Subs.pdf;,No Issues,\n,"07-09-2020 D Crew  Lavigne
 
6Y-080-10: Screw faults, All faults was cler screw at noise.  EL touched up the programs between shifts, and said the program was off.
 
8X-070-01: Feed faults, Changed GBSD, and continued to get feed faults and changed the prox cable from the GBSD to Device net block.
 
6W-060-04: Head too low, Faulted on schedule 35 and 37 no changes made.
 
8C-010-01: Spac Nut PP, Blew out the REO Head assembly.
 
9B-250-06: Time delay fault, which was caused by the cycle interrupted.
 
8F-100-02: Feed fault, Changed GBSD.
 ",night,,,\n\nParts:,,,
1562,7/10/2020,C,B,0,;;;top10m.pdf;top10s.pdf;4D190R4.jpg,No Issues,\n,"9B-210-R1 (Top 10 #3) Stud jammed in the head of the press. TMs disassembled the head to extract it. Had to figure out the press sequence to get the line back in auto afterwards, but the press ran fine once the jam was cleared.
 
9B-250-R6 (Top 10 #4) Emhart welder faulted on second stud. Took the robot to maintenance, dropped out the part, and cleared the shift register. No futher problems.
 
9B-250-R4 (Top 10 #1) Fault latched on during the repairs at 9B-250-R6 and 9B-210-R1. Cleared once the cell started back up.
 
 9B-245-R1 (Top 10 #2) Fault latched on during the nut weld repairs at 9B-250-R6. Cleared once the cell started back up.
 
8Y-010-05 Got several max time exceeded faults with very low torque. TM?s replaced the bit, which was slightly worn. This seemed to fix the issue.",,"Erin Newland said we had 3 AVS issues last night all fairly close together with AVS getting out of sequence.  Once at lift gate load, once at tailgate hang, and once at fuel shroud operation at the exit end of the CC31 elevator. ",,"\nErin and Drew modifed the guide of closures 2 robot 4D190R04 to keep the nut runner control cable from rubbing on the axis 3 encoder cable.  Added deep un-strut to move the cable away from the robot.  See attached picture.    
 
Hoist at Q23 had a loose bracket from a previous adjustment. TM?s straightened and tightened the bracket.
 
Joe Thompson found the issue with why we were not unloading from POC 12 on right body sides outer.  Found a latch bit without an unlatch to go with it.  He added it and assembled it.\nParts:","Door 112 latch would not stay retracted. ELs were able to fix. 
Door 118 had a tripped breaker. EL reset, and it had no further issues.","Will need to replace the gun whip cable on the north table gun at tailgate hang.  Drew and Erin taped it up but it won?t last.  Should change between shifts.  Stores K19-1012779090.",
1563,7/10/2020,D,,0,";;;mainline.pdf;Subs.pdf;Front Dr LH, RH.pptx",No Issues,\n,"07-10-2020 D Crew  Lavigne
 
Out board dents around the Conical holes on the Front Doors is caused by a discrepant Inner reinforcement with the holes off location.  See attachment.
 
9B-250-02: Tool check NOK, Replaced broken Die.
 
6X-080-04: Head too low, Broken Die.  Replaced the die.
 
5G-005: Feed not complete, 5 studs stuck in the head assembly.  Cleared the studs.
 
8C-010-01: Spac Nut PP, and an upside down nut.  Between shift change the head assembly.
 
6Y-080-10: Screw faults, for max time exceeded, adjusted schedules 4, 5 step 13 and 15.  Yesterday between shifts the robot programs was touched up SWB and LWB.
 
8Y-010-05: Screw faults, Max time exceeded step 15 on schedules 2, 11 adjusted step 13.
 
Danial Hobbs Tooling brackets for CMM to replace C-Clamps is complete.  The table isn't tightened down the table can be adjusted to the rails.",,,Russ Housey Help track down the issues with the Conical Holes in the front doors.,\n\nParts:,,,
1564,7/11/2020,A,B,0,;;;Main Top 10.pdf;Sub Top 10.pdf;,No Issues,Big issues came out of closures tonight. A skid was not completely unfolded and was causing entering switch faults. Then also found the switch going into S90 was loose. Tightened connection and that went away. Limped skid along until it got to the hayrack and then marked damaged so it could be repaired in heavy metal repair. Then had issues with both door hinge fixtures. Had to cycle power to the RH side and have TM adjust a clamp that holds the bolt of the nab pin on the LH side.\n,"Snyder ? A-Crew ? 7/11/20
#2 ? 6Y-80-10 ? FDS ? 11x for 32min ? Various faults. Various spots. Various steps. Held some units and we are going to chip away at what we can this weekend. Going to PM gun as well.
 
#3 ? 6Y-80-09 ? FDS ? 14x for 28min - Various faults. Various spots. Various steps. Held some units and we are going to chip away at what we can this weekend. Going to PM gun as well.
 
7X-20-R02 Gun #1 ? Feed faults ? Numerous feed faults forced line to go to lunch early. Swapped GBSD and nose but it faulted right away. Tape looked mint so we checked air pressure. It was a tad on the low side for a 5mm tool of its size. Had PF increase it about 5psi and did not have another fault remainder of the shift.
 
#2 ? 9B-250-02 ? Clinch controller fault ? 10x fort 23min ? Getting force faults in step 7 of the process (not clinching). We were able to reset and run all night. Going to calibrate the force sensor this weekend if I can dig up the old SPL on how to do it.
 
Had to replace the front right pin clamp on a pallet at UB pull out. Inspectors went to swap a unit and found it was not locking the unit down to the pallet. Recognized the inspectors (Steven Beck and Chris Cummins) for identifying this and getting it repaired before it turned into a scrap unit. TMs took pin apart and were not able to get it functioning due to internals being galled up and bent/worn. Also found the shaft of the cylinder was all scored up like it had been grabbed with channel locks quite a few times in an effort to force it closed. This did not help the cause. Found 1 pin clamp assembly in stores for ~$4k. Replaced and sent unit on its way.
 
Got called out to parts change with an issue on RH rear SWB door upper window opening. They said they couldn?t get the seal to seat properly because it appeared the inner was bent inward. They said a rivet looked to be causing the issue. I went and reviewed all 3 units. I could see where the seal was not being seated but nothing looked abnormal with the rivet joint or the door metal that I could see. 5C-40-01 is the robot in question if it is a joining issue. I will be stopping the line and stepping a RH SWB door through the tool next time we run them to see if I can find anything.",,,Snyder - Chris Cummins and Steven Beck recognized for noticing damaged pallet pin and flagging a repair before we had to scrap an entire unit.,\n\nParts:,,,
1566,7/12/2020,B,,0,;;;;;,No Issues,\n,,,,,\n\nParts:,,,
1567,7/12/2020,B,,1,;;;;;,No Issues,\n,"Semelroth-
Barr, Heissenbuttel, Capehart, Wolf worked robot rebuild. 
 
Remainder of TM's worked PM's from shutdown and current week.",,,,"\nGearbox oil work done on closure 2 complete
CT49 in the Mezz complete
Roll up door PMs complete
 
Carpenter found significant damage in areas that need repairs, will talk to Terry Brown about it Monday
 
Looked at the indicators for door patches on the operator displays.  The logic is a bit more advanced than what it should be, however the indicators I believe from the way the logic looks are shared between different models so I'll need to find a way to disable the indiactors for ford rears and make it specific to lincoln.   Same for Front.  Have not figured out how to do it.  I want to see the lincolns run and make the edits live and see how the system responds to it because the logic is a bit more in depth.
 
Also need to talk about the Cardex machine Monday, my understanding it has changed how the operation is yet I couldn't get a part out for truck shop because of this change.  I did contact Clinton and figured it out but thankfully truck wasn't in need of the part desperately.
 
Upon start up I would recommend going to doors and checking station 200 and just verifying its good, I thoroughly tested it but not with an actual production operator so whos to say there will not be any variables based on that.  There shouldn't be but just to be safe.  In the morning I will be reporting over there as soon as I hit the floor.\nParts:",Door Repairs:,,
1568,7/13/2020,A,,0,;;;;;,No Issues,\n,"Snyder - A-Crew - 7/13/20
TMs finished up remaining PMs.
 
Fessel worked on machine hood brackets again.
 
Date stamps and hemmers taken care of.
 
Supported line bump.",,,,\nMW and PF worked on PM's\nParts:,,,
1569,7/12/2020,A,,0,;;;;;,No Issues,\n,,,,,"\nReplaced the balancer cable and safety cable on the Hood unload hoist. Both were frayed.
 
Added a guard post at P17 to protect a pedestrian walkway and cell fence.
 
Added safety cables to fans at X-24 and Q15.
 
Installed a new fan on RH Bodysides station 7L-20. There is a dead zone under the BAF in front of the operator table. It now has airflow from the new fan.\nParts:",,,
1570,7/13/2020,A,,0,;;;;;,No Issues,\n,,"Anderson-7/13/20:
In the Expedition RH Fender set, added 1mm to the upper clamp (at the RH rear of the hood area) to improve fender to hood fit at the rear of the hood and reduce dings.",,,"\nShortened the upper rails on front and rear door hang stations (both sides of the line). The rails extended into a pedestrian walkway beyond where they were needed to be to support the door. They had sharp corners that put tall people's heads at risk. They are safe now.
 
Added two guard posts at BB34 to prevent material handling from blocking the staircase to the walkway over the line.\nParts:",,,
1571,7/13/2020,B,,0,;;;;;,No Issues,\n,"Semelroth- 7/13/2020
5C300-1: Pre hem cylinder blowing by. No time to change but we did swap the valve for it just for exercise. Replacement cylinder is on the TM wagon if they don't run 11.5 again. For some strange reason we were building good doors for about 30 minutes after I got out of the cell until the team realized we did not need LWB RH doors so they swapped over to shorts and did not build RH LWB for the remainder of the day. I am hoping I will be here when they start building them again to monitor the quality, if not Mitch knows what they look like. 
 
6X160-3: Head too low x6. Verified at T23 and taught head height as good. 
 
8Y90-5 Head too high. Verified at P27 and taught. 
 
6X20-3: Pusher not retracted. TM's cleared and returned to auto. 
 
7K30L-05: Head not back fault 20min. Finally got over to them and ran the spindle home function which cleared the fault. No further issues. 
 
5B60-1: Low rivet fault 1hr. No AU rivets in the shop had to hunt through P558 to locate. 
 
7G10R-3: Stud not retracted. TM's cleared. 
 
P30A sound deadner patch material ran out even though I was warned in the morning. We were able to locate 3 drums through MP&L and they have been advised that we will be running out in 3 days again. 
 
Between shifts. 
 
Hemmers and date stamps. 
 
Robot rebuild crew worked all day. 
 
FOLLOW UP REQUIRED: Hood brackets are in the shop, I did not have the available manpower to support this endeavor due to excessive calls and manning up robot rebuild. You have enough to get 1/2 through the shift. ",,,,\n\nParts:,,,
1573,7/14/2020,A,B,0,;6W-40-08_7-14-20.pdf;8C-030-Conveyor_4D.pdf;8Y-80-08_7-14-20.pdf;;Main Top 10.pdf;Sub Top 10.pdf;,No Issues,Had a unit enter closures that had no unit data associated with the skid. The skid was sent into the line and caused issues at liftgate install. Had to mark the part as damaged and send it through the line to be fixed at heavy repair. Had another unit come through a few units later with the same issue. Contacted scheduling to have them associate the skid with the proper data and ran with no issues.\nMain #1 - 8C-030 Conveyor - See 4D,"Snyder ? A-Crew ? 7/14/20
#2 ? 6Y-80-08 ? Valve/pin ? 3x for 1hr5min ? Pin bound up in stuffer plate causing robot to collision out. ELs could not get robot out and could not get pin to cycle fully to clear the fault. TMs were called to disassemble and clean but were unable to get it in the position it was in. PFs then came to check the cylinder. They were able to force it back into position which allowed the robot to move. TMs then were able to clean it up and apply some oil. Pin then cycled freely without an issue. In the midst of the chaos things got out of sequence with the EE and the robots zone. ELs were able to recover from this after some time. Once we got it all back in sequence the tool ran without another fault. Monitor for future occurrences with pin. We have 2 pin assemblies in the shop if needed. 1 is new from 558 and 1 appears to be repaired.
 
#4 ? 6W-40-08 ? Pin not advanced ? 1x for 36min ? Internals of pin assembly were broken. TMs found a new clamp and cylinder and swapped it out with assistance of the PFs. Took a bit to get the robot down to a good position and to find the pin assembly. Once we had parts in hand the swap was smooth and we did not have any further issues.
 
7K-30-L05 ? Step 15 min depth ? Faulting on spots 7,8 and 2 for min depth not reached. Line was down for extensive time due to inspectors pulling out multiple units just to find the joint was good. Found depth was actually reading good at -1.0mm. Adjusted step 15 min depth tolerance. No more faults the rest of the night.
 
REAR DOOR CYLINDER ? We attempted to start it but quickly realized we did not have time to complete this job tonight either. Will have to remove the entire assembly from the turntable itself and disassemble further from there to get to what we need to get to. I personally didn?t review door quality but Gradi was in contact with DMR and repair in regards to this. Until next time?.
 
RH Ford Front Doors ? At 3:30a I was informed of an issue paint has been having ?for days on every single front door.? In the midst of trying to figure out the rear door cylinder situation we sent the ELs over to touch up the model in the line (RH 553). The bottom rear corner of the door had some pretty excessive squeeze out (even I thought it was bad). I had the EL push it away from the hem slightly as it was far into the root. ALL OTHER MODELS WILL NEED TO BE TOUCHED UP AS WELL.
 
#2 ? 8F-140-05 ? Feed fault ? 2x for 33min ? Faulting out. EL tried to keep it running but noticed the nose appeared to be twisted and bent. TMs and PFs called to swap GBSD and nose.
 
#6 ? 8E-240-01 ? Feed fault ? 10x for 14min ? EL kept tool limping most the night but eventually it was faulting nearly every job so TMs and PFs were called to swap out GBSD and nose.
 
7G-50-R01 ? Running alright but making a pretty loud squeal as it puts a screw in. No noise I have ever heard before. Keep an eye on it.
 
Jeff Fessel ran hood brackets most the night.",,,,\n\nParts:,,"6Y-130 Decoupler LT05 - Everytime the rolls try to run it gets a fault saying it has a bind. We tried to look at it between shifts but could not find anything before the next shift started. Need to investigate further. The decoupler is in straight thru mode right now.
 
Placed a bumblee fan from the boiler room at H19 to cool the operator until the overhead BAF is replaced. When the fan is replaced, please return the bumblebee to the boiler room. The combination for the locks on the chain is 3141.",
1574,7/14/2020,B,,0,;;;Top 10 Main 7-14-2020.pdf;Top 10 Subs 7-14-2020.pdf;,No Issues,"\n#1 Main - S020LR03 Drive Flt Comms See Drive - replaceld ATI module, was done after shift when the tool failed during bodyside build up
 #7 occurences for main is the same as above
 ","Semelroth 7/14/2020
6Y180-2: Max time exceeded. Gun belt broken, gun replaced with rebuilt spare and programs touched up. 
 
6Y180-1: Max time exceeded step 15 faults x6. Adjustments made. 
 
6Y80-10: Screw controller faults. Strange occurrence, had to cycle power to get it to move after faulting at screw position with no screw, skipped once and did not feed a fresh screw, skipped remaining  and went back in with a screw but would not run it. Brought it out, cycled power and it went back in with no issue. 
 
9B210-1: Stud hung up in Profil gun x2. Had to disassemble both times. 
 
Between shifts. 
 
Hemmers and date stamps. 
 
No time for rear door station 300 cylinder replacement. Needs follow up. 
 
No time for adhesive touch up on front doors either. 
 ",,,,"7X-20-R03 - Replaced ATI module, This was pretty much after everyone went home and bodysides was finishing being built but the henrob controller was displaying a mechanical interlock disconnected.  The ATI module that had come off of it looked like one of the springloaded pins was arcing and looked to be jammed which may have been causing arcing.  Replacing it remedied the issue.\n\nParts:",,,
1575,7/15/2020,A,B,0,;;;Main Top 10.pdf;Sub Top 10.pdf;Bent Bart Simpson.jpg,No Issues,RH BS Outers POC1 - The inside light screen had a damaged section. Whenever the outside light screen was broken to swap racks it would cause gate safeties to drop out and drop line out of auto. Replaced the receiver between shifts and tested.\n,"Snyder ? A-Crew ? 7/15/20
#3 ? 6Y-80-10 ? FDS ? 8x for 34min ? Getting sporadic double feeds?well 2 screws dropping in the nose. I suspect the gun is faulting without inserting the screw but it is far enough in the process to release the held screw in the brake which results in the double screw jam when CSAN is initiated. I was not able to physically see it fault so I couldn?t quite fix it. Going to monitor at start up and see if we can catch it and fix it up.
 
#6 ? 8X-005-03 ? Head too low ? 1x for 19min ? Nose switch faults which resulted in dry fire AKA head too low. TMs and PFs came and swapped GBSD and nose.
 
#9 ? 6Y-150-02 ? Head too low ? 4x for 16min ? Sporadic faults. Rivets good. Adjusted nominal on affected spots.
 
#2 ? 9A-30-02 ? Ran closed not on ? 1x for 23min ? Slug eject system was backed up solid not allowing press to fully stroke. TMs came and cleared all slugs out of system. Ran well after this.
 
Rear door cylinder still not done (weekend?)
 
553 RH Front touch up from Monday night satisifed paints concerns on that model. 552 LH front doors did not have the squeeze out they were concerned with. Did not get to check or touch up either LH or RH Lincoln doors. Needs to be checked and adjusted if necessary.",,,,"\nReplaced the motor on the overhead BAF at H19. Returned the bumblebee fan that the operator was using to the boiler room.
 
The bart simpson on the back of the manual pullout cart at Y31 was significantly bent. It looks like someone got a unit going fairly quickly when it hit the bart simpson. The millwrights straightened it via sledgehammer. We should verify that the conveyor at the end of metal line is not shooting the skids onto the cart too quickly. We should also consider reinforcing the bart simpson.
 
Moved and angled a reflector on the 7G LH unload conveyor so that the sensor beam sweeps more area on the belt. The beam was aimed perpendicular to the belt originally. Rob though that the limited scope of the beam could have been causing a Conveyor Not Clear of Load Part Present Still Made fault if a part flickered in the sensor when the robot was requesting to set down. The fault happened 10 times last night (all before the reflector change), so we will monitor FIS to see if the new reflector position eliminates the fault.\nParts:",,,
1576,7/15/2020,B,,0,;;;mainline.pdf;Subs.pdf;,No Issues,"\nBody Duration
 
 #1- Unit 101 PP Still On S010RPOC7B1I3 - Rack wasn't sitting in nest properly while the issue downstream was active.  It wasn't a fault which faults the line out because the robot will pull of the other pull off cart until it needs to pull of this one.
 
#2 - RF 89 AVS No Read Fault - No data was on the panel, bad read / dirty eye or strip.  Electrician did not see anything wrong with either
 
#5 - S080R07 Collision Detect - Bad part pick
 ","Semelroth 7/15/2020
7K20R-3: Head not back not on. Setter home to back stop had changed to 11.5 and would not move. Manually brought setter out and replaced it along with the GBSD which appeared damaged. Ran for a bit and got a feed fault. Ran for a bit and got a head not back fault and the home to back stop moved to 7.3. Attempted to home the setter and could not get start enable. Cycled power and homed. Ran for a bit and faulted again with head not back. Strapped a replacement encoder cable to the outside of the package. All good. 
 ",,,,\n\nParts:,,,
1577,7/15/2020,C,B,0,;;;top10m.pdf;top10s.pdf;,No Issues,"Appears rotation number 3940 was cut out but not before both right and left outer body sides were built for it.  But there was no inners and no underbody.  Had to put in an inner body side on both body sides to mate with the already built outer.  We skipped the IVSS forward at the end of underbody.  By the time we got back from underbody, both body sides were in the overhead sta 40 conveyors, so when the 3940 body side got the unload side, we chose drop to cart and body side unload robot picked and dropped each body side to the appropriate POC.  Worked well.    \n","Nights ? C Crew - Sidorowicz - 7-16-20
 
Mainline
6X-40-04 ? Nose switch fault ? EL checked nose switch cable along with attempting to blow out nose switch housing with no success. TM swapped gbsd along with nose insert assembly. 
 
6Y-180-02 ? Step 7 max depth / step 15 max depth ? Randomly tool started to fault for max depth exceeded. Asked EL to attempt a tool offset utilizing the panel view. Tool faulted during offset. EL and I reset analog depth sensor and weber quieted down. 
 
8Y-30-03 ? Feed Fault ? EL checked nose switch cable and found nothing out of the ordinary. Requested TM swap gbsd. 
 
6Y-80-10 ? Tool had numerous faults through the night but never put us down for extended period. Had TM?s go through this gun between shifts with a fine tooth comb. 
 
Subs 
5J-20-05 ? Head too low ? Rivmon peaked above the end distance tolerance by 2hundreths of a millimeter. Inspector was measuring parts within tolerance, EL nominalized problematic spot location in rivmon.
 
8F-130-06 ? Time delay exceeded ? EL called and requested TM?s bring over a new setter. Upon looking through the henrob HMI the setter appeared to be fine. Requested EL to clear the fault so I could watch the tool run. While running you could see the sprocket drive get actuated 7 times without a nose switch coming on. Henrob HMI sprocket drive settings was set to 7 pulls before feed fault, resulting in the fanuc robot timing out before the henrob unit itself does. EL turned sprocket pulls back to 3 and within one part we received a feed fault. TM swapped GBSD. 
 
9B-250-02 ? Step 7 max force ? Tox clinch unit was faulting during its pre clinch phase reading a -5.0Kn at an idle. Tool started to fault more sporadically as the shift went. EL and I checked over the tool for any obvious pinched and or loose cables and found noting obvious. Swapped the strain gauge amplifier on back of the tool and fault disappeared. Purchase a Leoni cable kit for this tool that is lineside just in case the amplifier was not the fix. ? Monitor 
 
TM?s to clean hemmers and swap date stamps between shifts",,,,\n\nParts:,"Replaced limit switch arm for dock leveler plate on door 116.  That is what I was told was wrong and why it was locked out.  Time will tell.",,
1578,7/16/2020,D,,0,;;;mainline.pdf;Subs.pdf;Butter Dish Error Proof.pptx,No Issues,\n,"Days  D Crew Lavigne 07-16-2020
 
5G-005: Feed not complete, TM removed stud stuck in the head assembly.
 
9C-220-01: Profil PP, The studs jammed at the top of the slide to the escapement.  Found the slide was loose removed escapement cover to tighten the screws for the slide.
 
9B-220-01: Multi studs, Found several studs in the head assembly, head assembly was dirty.  Replaced the head assemble.
 
6Y-080-09: Screw faults, schedule 11 step 15 max time exceeded.  Adjusted step 8 and step 15.
 
6X-160-03: Head too high, Schedule 153 adjusted Rivmon.
 
6Y-180-02 G1: Max depth not reached.  Adjusted several schedules step 8.  Still faulting replaced the signal cable on Gun 1.  Between shifts the EL touched up the programs and found the holes was off.
 
7G-050R-01: Weber making a grinding sound while inserting the screw and wasn't faulting.  EL changed over to Gun 2. Between shifts TM reviewed the gun and didn't see anything wrong with the gun.  After reviewing the gun noticed that muffler was missing.  Had PF install a new muffler and the grinding sound was gone.
 
8Y-010-06 G1 : Changed bit and Head running on gun 2.  Changed between shifts.",,"The IBSS station for station 8X-05 is now online.    We ran a trial unit today.   Had some issue with programing for error proofing and shift registers matching but IBSS appeared to work correctly.    If there is an issue that you feel is related to the IBSS in station 8X-05 you can just by-pass IBSS at this point.   The joining inspectors must now perform swaps to check the cowl/dashes.     There should always be a cowl-dash sitting on the pull off table.    You can now longer just cut-out a cowl-dash for inspection because there is now more than one model cowl-dash.    2022 MCA units can not be swapped out for inspection so don?t try and do so.   There is a laser switch that was added to the cowl-dash pick robot to error proof for 2022 cowl-dash.   See attached picture.
 ",,\nWe retaught both laser switches on 6X-140-08 to try and prevent the crashes when picking  from the racks that is happening on occasion.  The switches that we retaught are the laser eyes that hit the front header of the roofs.   These switches slow the robot down in search mode to prevent over shooting.   The crashes have been resulting in roof damage.    Production has begun quarentining damaged roof.\nParts:,,,
1579,7/17/2020,C,B,0,;7-17-20 8X-80-04.pdf;;top10m.pdf;top10s.pdf;8X30R01.jpg,No Issues,\n,"Nights ? C Crew - Sidorowicz - 7-17-20
 
Mainline
8X-80-04 ? 4D attached 
 
6X-20-13 ? Feed fault ? Riley called and said that the henrob has been feed faulting sporadically since start up. I sent the TM along with PF?s to swap the gbsd. 
 
Subs 
7G-50R-01 ? Multiple screws ? Weber would not retract to eject a screw. TM?s removed jaw and foot assembly and found three screws to be lodged in the head / flapper. TM?s removed jammed screws and re-assembled with a new drive bit as old one was worn.
 
9C-230-01w ? Carry over from days ? Escapement inside of feeder was not making advanced switch.  TM?s removed escapement cover to investigate and found the chuting to be smashed not allowing spac nut to fall down into the escapement. PF cut new chuting for feeder bowl to escapement while TM replaced escapement cover. Ran great the rest of the shift.
 
TM?s to clean hemmers and swap date stamps between shifts",,,,"\nPipefitters found grease plug missing from the wrist on underbody main robot 8X30R01 sealer robot.  See attached picture.  They installed a plug in the wrist but based on the grease on the floor and on the wrist, it will need more grease added.     \nParts:","Got the outside red/ green lights working on dock door 97.  Noticed the bearings are out on the dock lock.  This will be an issue.  Dock is probably useable but will act up on occasion.     There appears to be a complete dock lock assembly in stores that may fit.  ",,
